ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
5427;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5428;Female;*;*;*;*;*;*;Other;<=50K
5429;Female;*;*;*;*;*;*;Other;<=50K
5430;Female;*;*;*;*;*;*;Nontechnical;<=50K
5431;Male;*;*;spouse present;*;*;*;Technical;>50K
5432;Male;*;*;spouse present;*;*;*;Technical;<=50K
5433;Female;*;*;*;*;*;*;Technical;>50K
5434;Female;*;*;*;*;*;*;Other;<=50K
5435;Male;*;*;spouse present;*;*;*;Other;<=50K
5436;Male;*;*;spouse present;*;*;*;Technical;<=50K
5437;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5438;Male;*;*;spouse present;*;*;*;Technical;>50K
5439;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5440;Male;*;*;spouse not present;*;*;*;Other;<=50K
5441;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5442;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5443;Female;*;*;*;*;*;*;Technical;>50K
5444;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5445;Male;*;*;spouse present;*;*;*;Technical;<=50K
5446;Female;*;*;*;*;*;*;Other;<=50K
5447;Female;*;*;*;*;*;*;Other;<=50K
5448;Female;*;*;*;*;*;*;Other;>50K
5449;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
5450;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5451;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5452;Male;*;*;spouse not present;*;*;*;Technical;>50K
5453;Female;*;*;*;*;*;*;Other;>50K
5454;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5455;Male;*;*;spouse present;*;*;*;Technical;>50K
5456;Male;*;*;spouse not present;*;*;*;Technical;>50K
5457;Female;*;*;*;*;*;*;Nontechnical;<=50K
5458;Male;*;*;spouse present;*;*;*;Technical;<=50K
5459;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5460;Female;*;*;*;*;*;*;Technical;>50K
5461;Female;*;*;*;*;*;*;Technical;<=50K
5462;Female;*;*;*;*;*;*;Nontechnical;<=50K
5463;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5464;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5465;Female;*;*;*;*;*;*;Other;<=50K
5466;Female;*;*;*;*;*;*;Other;<=50K
5467;Female;*;*;*;*;*;*;Technical;>50K
5468;Male;*;*;spouse present;*;*;*;Technical;<=50K
5469;Male;*;*;spouse present;*;*;*;Technical;<=50K
5470;Male;*;*;spouse present;*;*;*;Technical;<=50K
5471;Female;*;*;*;*;*;*;Other;<=50K
5472;Female;*;*;*;*;*;*;Other;<=50K
5473;Female;*;*;*;*;*;*;Technical;<=50K
5474;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5475;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5476;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5477;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5478;Male;*;*;spouse not present;*;*;*;Other;<=50K
5479;Male;*;*;spouse present;*;*;*;Technical;>50K
5480;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5481;Male;*;*;spouse not present;*;*;*;Technical;>50K
5482;Male;*;*;spouse present;*;*;*;Technical;<=50K
5483;Male;*;*;spouse present;*;*;*;Technical;<=50K
5484;Female;*;*;*;*;*;*;Other;<=50K
5485;Male;*;*;spouse present;*;*;*;Technical;<=50K
5486;Male;*;*;spouse present;*;*;*;Other;<=50K
5487;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5488;Male;*;*;spouse not present;*;*;*;Other;<=50K
5489;Male;*;*;spouse not present;*;*;*;Other;>50K
5490;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5491;Male;*;*;spouse not present;*;*;*;Other;<=50K
5492;Male;*;*;spouse not present;*;*;*;Other;<=50K
5493;Female;*;*;*;*;*;*;Technical;<=50K
5494;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5495;Female;*;*;*;*;*;*;Other;<=50K
5496;Female;*;*;*;*;*;*;Technical;<=50K
5497;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5498;Male;*;*;spouse present;*;*;*;Technical;<=50K
5499;Female;*;*;*;*;*;*;Nontechnical;<=50K
5500;Female;*;*;*;*;*;*;Other;<=50K
5501;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5502;Female;*;*;*;*;*;*;Other;<=50K
5503;Male;*;*;spouse present;*;*;*;Technical;<=50K
5504;Female;*;*;*;*;*;*;Technical;<=50K
5505;Male;*;*;spouse not present;*;*;*;Other;<=50K
5506;Male;*;*;spouse present;*;*;*;Technical;>50K
5507;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5508;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5509;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5510;Female;*;*;*;*;*;*;Other;<=50K
5511;Female;*;*;*;*;*;*;Technical;>50K
5512;Male;*;*;spouse present;*;*;*;Technical;<=50K
5513;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5514;Male;*;*;spouse present;*;*;*;Other;<=50K
5515;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
5516;Male;*;*;spouse present;*;*;*;Technical;>50K
5517;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5518;Female;*;*;*;*;*;*;Nontechnical;>50K
5519;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5520;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5521;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5522;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5523;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5524;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5525;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5526;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5527;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
5528;Female;*;*;*;*;*;*;Other;<=50K
5529;Male;*;*;spouse present;*;*;*;Other;<=50K
5530;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5531;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5532;Male;*;*;spouse present;*;*;*;Technical;>50K
5533;Male;*;*;spouse present;*;*;*;Technical;<=50K
5534;Male;*;*;spouse present;*;*;*;Other;<=50K
5535;Female;*;*;*;*;*;*;Other;<=50K
5536;Female;*;*;*;*;*;*;Technical;<=50K
5537;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5538;Female;*;*;*;*;*;*;Nontechnical;<=50K
5539;Female;*;*;*;*;*;*;Other;>50K
5540;Male;*;*;spouse present;*;*;*;Other;<=50K
5541;Male;*;*;spouse not present;*;*;*;Other;<=50K
5542;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
5543;Male;*;*;spouse present;*;*;*;Other;>50K
5544;Male;*;*;spouse present;*;*;*;Other;<=50K
5545;Male;*;*;spouse present;*;*;*;Other;<=50K
5546;Male;*;*;spouse present;*;*;*;Technical;<=50K
5547;Female;*;*;*;*;*;*;Other;<=50K
5548;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5549;Male;*;*;spouse not present;*;*;*;Other;<=50K
5550;Female;*;*;*;*;*;*;Other;<=50K
5551;Male;*;*;spouse present;*;*;*;Technical;>50K
5552;Female;*;*;*;*;*;*;Other;<=50K
5553;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5554;Female;*;*;*;*;*;*;Other;<=50K
5555;Male;*;*;spouse present;*;*;*;Other;<=50K
5556;Male;*;*;spouse present;*;*;*;Technical;<=50K
5557;Male;*;*;spouse not present;*;*;*;Other;<=50K
5558;Female;*;*;*;*;*;*;Other;<=50K
5559;Female;*;*;*;*;*;*;Technical;<=50K
5560;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5561;Female;*;*;*;*;*;*;Nontechnical;<=50K
5562;Male;*;*;spouse not present;*;*;*;Other;<=50K
5563;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5564;Female;*;*;*;*;*;*;Other;<=50K
5565;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5566;Male;*;*;spouse present;*;*;*;Technical;<=50K
5567;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5568;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5569;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5570;Male;*;*;spouse present;*;*;*;Technical;>50K
5571;Male;*;*;spouse present;*;*;*;Technical;<=50K
5572;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5573;Male;*;*;spouse not present;*;*;*;Other;<=50K
5574;Male;*;*;spouse present;*;*;*;Other;<=50K
5575;Male;*;*;spouse present;*;*;*;Technical;<=50K
5576;Female;*;*;*;*;*;*;Other;<=50K
5577;Male;*;*;spouse present;*;*;*;Other;<=50K
5578;Female;*;*;*;*;*;*;Other;<=50K
5579;Male;*;*;spouse present;*;*;*;Technical;<=50K
5580;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5581;Female;*;*;*;*;*;*;Technical;<=50K
5582;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5583;Female;*;*;*;*;*;*;Other;<=50K
5584;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5585;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5586;Female;*;*;*;*;*;*;Technical;>50K
5587;Female;*;*;*;*;*;*;Other;<=50K
5588;Male;*;*;spouse present;*;*;*;Other;>50K
5589;Male;*;*;spouse present;*;*;*;Other;<=50K
5590;Male;*;*;spouse present;*;*;*;Other;<=50K
5591;Male;*;*;spouse not present;*;*;*;Other;<=50K
5592;Female;*;*;*;*;*;*;Nontechnical;<=50K
5593;Male;*;*;spouse present;*;*;*;Other;<=50K
5594;Female;*;*;*;*;*;*;Other;<=50K
5595;Male;*;*;spouse present;*;*;*;Technical;<=50K
5596;Female;*;*;*;*;*;*;Technical;<=50K
5597;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5598;Female;*;*;*;*;*;*;Other;<=50K
5599;Male;*;*;spouse not present;*;*;*;Other;<=50K
5600;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5601;Male;*;*;spouse present;*;*;*;Technical;<=50K
5602;Female;*;*;*;*;*;*;Other;<=50K
5603;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5604;Male;*;*;spouse present;*;*;*;Technical;<=50K
5605;Male;*;*;spouse present;*;*;*;Technical;>50K
5606;Male;*;*;spouse not present;*;*;*;Other;<=50K
5607;Male;*;*;spouse present;*;*;*;Technical;<=50K
5608;Female;*;*;*;*;*;*;Other;<=50K
5609;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5610;Female;*;*;*;*;*;*;Other;<=50K
5611;Female;*;*;*;*;*;*;Other;<=50K
5612;Female;*;*;*;*;*;*;Technical;<=50K
5613;Male;*;*;spouse present;*;*;*;Technical;<=50K
5614;Male;*;*;spouse not present;*;*;*;Other;<=50K
5615;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5616;Male;*;*;spouse present;*;*;*;Technical;>50K
5617;Female;*;*;*;*;*;*;Technical;<=50K
5618;Male;*;*;spouse present;*;*;*;Other;<=50K
5619;Male;*;*;spouse present;*;*;*;Other;>50K
5620;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5621;Male;*;*;spouse present;*;*;*;Technical;<=50K
5622;Male;*;*;spouse not present;*;*;*;Other;<=50K
5623;Male;*;*;spouse present;*;*;*;Other;<=50K
5624;Female;*;*;*;*;*;*;Nontechnical;>50K
5625;Male;*;*;spouse present;*;*;*;Technical;>50K
5626;Female;*;*;*;*;*;*;Nontechnical;<=50K
5627;Female;*;*;*;*;*;*;Other;<=50K
5628;Male;*;*;spouse present;*;*;*;Technical;>50K
5629;Female;*;*;*;*;*;*;Technical;<=50K
5630;Male;*;*;spouse not present;*;*;*;Other;<=50K
5631;Female;*;*;*;*;*;*;Other;<=50K
5632;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5633;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5634;Male;*;*;spouse present;*;*;*;Other;<=50K
5635;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5636;Male;*;*;spouse present;*;*;*;Other;<=50K
5637;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5638;Male;*;*;spouse present;*;*;*;Other;<=50K
5639;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5640;Female;*;*;*;*;*;*;Other;<=50K
5641;Male;*;*;spouse present;*;*;*;Technical;<=50K
5642;Female;*;*;*;*;*;*;Other;<=50K
5643;Male;*;*;spouse present;*;*;*;Other;<=50K
5644;Male;*;*;spouse present;*;*;*;Other;<=50K
5645;Female;*;*;*;*;*;*;Technical;>50K
5646;Female;*;*;*;*;*;*;Other;<=50K
5647;Male;*;*;spouse present;*;*;*;Technical;<=50K
5648;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5649;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5650;Female;*;*;*;*;*;*;Other;<=50K
5651;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5652;Female;*;*;*;*;*;*;Nontechnical;<=50K
5653;Male;*;*;spouse present;*;*;*;Technical;<=50K
5654;Female;*;*;*;*;*;*;Other;<=50K
5655;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5656;Female;*;*;*;*;*;*;Nontechnical;<=50K
5657;Male;*;*;spouse not present;*;*;*;Other;<=50K
5658;Male;*;*;spouse not present;*;*;*;Other;<=50K
5659;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5660;Female;*;*;*;*;*;*;Nontechnical;<=50K
5661;Female;*;*;*;*;*;*;Other;<=50K
5662;Female;*;*;*;*;*;*;Technical;<=50K
5663;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5664;Female;*;*;*;*;*;*;Nontechnical;<=50K
5665;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5666;Male;*;*;spouse present;*;*;*;Technical;<=50K
5667;Male;*;*;spouse present;*;*;*;Other;<=50K
5668;Male;*;*;spouse not present;*;*;*;Other;<=50K
5669;Female;*;*;*;*;*;*;Other;<=50K
5670;Male;*;*;spouse not present;*;*;*;Other;<=50K
5671;Female;*;*;*;*;*;*;Nontechnical;<=50K
5672;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5673;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5674;Female;*;*;*;*;*;*;Other;<=50K
5675;Male;*;*;spouse present;*;*;*;Technical;>50K
5676;Female;*;*;*;*;*;*;Other;<=50K
5677;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5678;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5679;Male;*;*;spouse present;*;*;*;Technical;>50K
5680;Male;*;*;spouse present;*;*;*;Other;<=50K
5681;Male;*;*;spouse present;*;*;*;Technical;>50K
5682;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5683;Female;*;*;*;*;*;*;Other;<=50K
5684;Male;*;*;spouse present;*;*;*;Other;>50K
5685;Male;*;*;spouse not present;*;*;*;Other;<=50K
5686;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5687;Female;*;*;*;*;*;*;Other;<=50K
5688;Male;*;*;spouse present;*;*;*;Other;<=50K
5689;Female;*;*;*;*;*;*;Other;<=50K
5690;Female;*;*;*;*;*;*;Technical;<=50K
5691;Female;*;*;*;*;*;*;Other;>50K
5692;Female;*;*;*;*;*;*;Nontechnical;<=50K
5693;Female;*;*;*;*;*;*;Nontechnical;<=50K
5694;Male;*;*;spouse present;*;*;*;Other;<=50K
5695;Male;*;*;spouse present;*;*;*;Technical;>50K
5696;Female;*;*;*;*;*;*;Nontechnical;>50K
5697;Female;*;*;*;*;*;*;Other;<=50K
5698;Female;*;*;*;*;*;*;Nontechnical;>50K
5699;Male;*;*;spouse present;*;*;*;Technical;>50K
5700;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5701;Male;*;*;spouse present;*;*;*;Technical;<=50K
5702;Female;*;*;*;*;*;*;Technical;<=50K
5703;Male;*;*;spouse present;*;*;*;Technical;<=50K
5704;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5705;Male;*;*;spouse present;*;*;*;Other;<=50K
5706;Male;*;*;spouse present;*;*;*;Technical;<=50K
5707;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
5708;Male;*;*;spouse not present;*;*;*;Other;<=50K
5709;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5710;Female;*;*;*;*;*;*;Other;<=50K
5711;Male;*;*;spouse present;*;*;*;Technical;>50K
5712;Male;*;*;spouse present;*;*;*;Other;>50K
5713;Male;*;*;spouse present;*;*;*;Other;<=50K
5714;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5715;Male;*;*;spouse present;*;*;*;Technical;>50K
5716;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5717;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5718;Male;*;*;spouse present;*;*;*;Other;<=50K
5719;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5720;Male;*;*;spouse not present;*;*;*;Other;<=50K
5721;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5722;Male;*;*;spouse not present;*;*;*;Other;<=50K
5723;Female;*;*;*;*;*;*;Technical;>50K
5724;Female;*;*;*;*;*;*;Other;>50K
5725;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5726;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5727;Female;*;*;*;*;*;*;Nontechnical;<=50K
5728;Female;*;*;*;*;*;*;Other;<=50K
5729;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5730;Male;*;*;spouse present;*;*;*;Technical;<=50K
5731;Male;*;*;spouse present;*;*;*;Technical;>50K
5732;Male;*;*;spouse present;*;*;*;Technical;<=50K
5733;Female;*;*;*;*;*;*;Other;<=50K
5734;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5735;Male;*;*;spouse present;*;*;*;Other;<=50K
5736;Female;*;*;*;*;*;*;Nontechnical;<=50K
5737;Female;*;*;*;*;*;*;Other;<=50K
5738;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5739;Female;*;*;*;*;*;*;Technical;<=50K
5740;Female;*;*;*;*;*;*;Technical;<=50K
5741;Female;*;*;*;*;*;*;Other;<=50K
5742;Male;*;*;spouse present;*;*;*;Technical;>50K
5743;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5744;Female;*;*;*;*;*;*;Nontechnical;<=50K
5745;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5746;Male;*;*;spouse not present;*;*;*;Other;<=50K
5747;Male;*;*;spouse present;*;*;*;Technical;>50K
5748;Female;*;*;*;*;*;*;Nontechnical;<=50K
5749;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5750;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5751;Female;*;*;*;*;*;*;Other;<=50K
5752;Male;*;*;spouse present;*;*;*;Technical;<=50K
5753;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5754;Male;*;*;spouse not present;*;*;*;Other;<=50K
5755;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5756;Male;*;*;spouse not present;*;*;*;Other;<=50K
5757;Female;*;*;*;*;*;*;Technical;<=50K
5758;Female;*;*;*;*;*;*;Other;<=50K
5759;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5760;Male;*;*;spouse present;*;*;*;Technical;<=50K
5761;Male;*;*;spouse present;*;*;*;Technical;>50K
5762;Male;*;*;spouse present;*;*;*;Other;<=50K
5763;Male;*;*;spouse present;*;*;*;Technical;<=50K
5764;Female;*;*;*;*;*;*;Other;<=50K
5765;Male;*;*;spouse not present;*;*;*;Other;<=50K
5766;Female;*;*;*;*;*;*;Technical;<=50K
5767;Male;*;*;spouse present;*;*;*;Technical;<=50K
5768;Female;*;*;*;*;*;*;Other;<=50K
5769;Female;*;*;*;*;*;*;Nontechnical;<=50K
5770;Female;*;*;*;*;*;*;Other;<=50K
5771;Male;*;*;spouse present;*;*;*;Technical;<=50K
5772;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5773;Female;*;*;*;*;*;*;Other;<=50K
5774;Male;*;*;spouse not present;*;*;*;Other;<=50K
5775;Male;*;*;spouse present;*;*;*;Technical;<=50K
5776;Male;*;*;spouse present;*;*;*;Technical;<=50K
5777;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5778;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5779;Male;*;*;spouse present;*;*;*;Other;<=50K
5780;Female;*;*;*;*;*;*;Nontechnical;<=50K
5781;Female;*;*;*;*;*;*;Other;<=50K
5782;Female;*;*;*;*;*;*;Other;<=50K
5783;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5784;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5785;Female;*;*;*;*;*;*;Nontechnical;<=50K
5786;Male;*;*;spouse present;*;*;*;Other;>50K
5787;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5788;Male;*;*;spouse not present;*;*;*;Other;<=50K
5789;Female;*;*;*;*;*;*;Other;<=50K
5790;Female;*;*;*;*;*;*;Nontechnical;>50K
5791;Female;*;*;*;*;*;*;Technical;<=50K
5792;Female;*;*;*;*;*;*;Other;<=50K
5793;Female;*;*;*;*;*;*;Other;<=50K
5794;Male;*;*;spouse present;*;*;*;Technical;>50K
5795;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5796;Male;*;*;spouse present;*;*;*;Technical;<=50K
5797;Male;*;*;spouse present;*;*;*;Technical;<=50K
5798;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5799;Male;*;*;spouse present;*;*;*;Technical;>50K
5800;Male;*;*;spouse not present;*;*;*;Other;<=50K
5801;Male;*;*;spouse present;*;*;*;Other;<=50K
5802;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5803;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5804;Female;*;*;*;*;*;*;Nontechnical;<=50K
5805;Female;*;*;*;*;*;*;Technical;>50K
5806;Male;*;*;spouse present;*;*;*;Technical;<=50K
5807;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5808;Male;*;*;spouse not present;*;*;*;Nontechnical;>50K
5809;Female;*;*;*;*;*;*;Nontechnical;<=50K
5810;Male;*;*;spouse not present;*;*;*;Other;<=50K
5811;Female;*;*;*;*;*;*;Other;<=50K
5812;Male;*;*;spouse present;*;*;*;Technical;<=50K
5813;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5814;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5815;Male;*;*;spouse present;*;*;*;Other;<=50K
5816;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5817;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5818;Male;*;*;spouse present;*;*;*;Technical;>50K
5819;Female;*;*;*;*;*;*;Other;<=50K
5820;Male;*;*;spouse not present;*;*;*;Other;<=50K
5821;Male;*;*;spouse not present;*;*;*;Other;<=50K
5822;Female;*;*;*;*;*;*;Other;<=50K
5823;Male;*;*;spouse present;*;*;*;Technical;>50K
5824;Female;*;*;*;*;*;*;Nontechnical;>50K
5825;Male;*;*;spouse present;*;*;*;Technical;>50K
5826;Female;*;*;*;*;*;*;Other;<=50K
5827;Male;*;*;spouse not present;*;*;*;Technical;>50K
5828;Female;*;*;*;*;*;*;Nontechnical;<=50K
5829;Female;*;*;*;*;*;*;Technical;<=50K
5830;Male;*;*;spouse present;*;*;*;Other;>50K
5831;Male;*;*;spouse not present;*;*;*;Other;<=50K
5832;Female;*;*;*;*;*;*;Technical;<=50K
5833;Female;*;*;*;*;*;*;Nontechnical;<=50K
5834;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5835;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5836;Male;*;*;spouse present;*;*;*;Other;>50K
5837;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5838;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5839;Female;*;*;*;*;*;*;Nontechnical;<=50K
5840;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5841;Male;*;*;spouse present;*;*;*;Technical;>50K
5842;Female;*;*;*;*;*;*;Other;<=50K
5843;Male;*;*;spouse present;*;*;*;Technical;>50K
5844;Male;*;*;spouse present;*;*;*;Other;<=50K
5845;Female;*;*;*;*;*;*;Other;<=50K
5846;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5847;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5848;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5849;Female;*;*;*;*;*;*;Other;<=50K
5850;Male;*;*;spouse present;*;*;*;Technical;>50K
5851;Female;*;*;*;*;*;*;Nontechnical;<=50K
5852;Male;*;*;spouse present;*;*;*;Technical;<=50K
5853;Male;*;*;spouse present;*;*;*;Other;<=50K
5854;Male;*;*;spouse present;*;*;*;Other;<=50K
5855;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5856;Female;*;*;*;*;*;*;Other;<=50K
5857;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5858;Male;*;*;spouse present;*;*;*;Other;>50K
5859;Female;*;*;*;*;*;*;Other;<=50K
5860;Male;*;*;spouse present;*;*;*;Technical;<=50K
5861;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5862;Male;*;*;spouse present;*;*;*;Other;>50K
5863;Female;*;*;*;*;*;*;Nontechnical;<=50K
5864;Male;*;*;spouse present;*;*;*;Other;<=50K
5865;Male;*;*;spouse present;*;*;*;Other;<=50K
5866;Male;*;*;spouse present;*;*;*;Technical;>50K
5867;Male;*;*;spouse not present;*;*;*;Other;>50K
5868;Male;*;*;spouse not present;*;*;*;Other;<=50K
5869;Male;*;*;spouse present;*;*;*;Other;<=50K
5870;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5871;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5872;Male;*;*;spouse present;*;*;*;Technical;>50K
5873;Female;*;*;*;*;*;*;Nontechnical;<=50K
5874;Female;*;*;*;*;*;*;Other;<=50K
5875;Male;*;*;spouse present;*;*;*;Technical;<=50K
5876;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5877;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5878;Male;*;*;spouse present;*;*;*;Other;<=50K
5879;Female;*;*;*;*;*;*;Technical;>50K
5880;Male;*;*;spouse not present;*;*;*;Technical;>50K
5881;Female;*;*;*;*;*;*;Other;<=50K
5882;Female;*;*;*;*;*;*;Other;<=50K
5883;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5884;Male;*;*;spouse present;*;*;*;Nontechnical;<=50K
5885;Female;*;*;*;*;*;*;Other;<=50K
5886;Male;*;*;spouse not present;*;*;*;Other;<=50K
5887;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5888;Female;*;*;*;*;*;*;Other;<=50K
5889;Male;*;*;spouse not present;*;*;*;Technical;<=50K
5890;Female;*;*;*;*;*;*;Technical;<=50K
5891;Male;*;*;spouse not present;*;*;*;Other;<=50K
5892;Female;*;*;*;*;*;*;Other;<=50K
5893;Male;*;*;spouse present;*;*;*;Nontechnical;>50K
5894;Female;*;*;*;*;*;*;Nontechnical;<=50K
5895;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
5896;Male;*;*;spouse not present;*;*;*;Other;<=50K
5897;Male;*;*;spouse present;*;*;*;Technical;<=50K
5898;Male;*;*;spouse not present;*;*;*;Nontechnical;<=50K
